park1,park2,activity similariy,crowdedness similarity Jan,crowdedness similarity Feb,crowdedness similarity Mar,crowdedness similarity Apr,crowdedness similarity May,crowdedness similarity Jun,crowdedness similarity Jul,crowdedness similarity Aug,crowdedness similarity Sep,crowdedness similarity Oct,crowdedness similarity Nov,crowdedness similarity Dec
Kobuk Valley NP,Grand Teton NP,0.6428,0.1791,0.8147,0.3374,0.2940,0.2252,0.6410,0.2630,0.7709,0.6659,0.4507,0.2253,0.6354
Kobuk Valley NP,Great Basin NP,0.4719,0.2167,0.9959,0.8970,0.4108,0.5028,0.8962,0.5350,0.9861,0.9662,0.6438,0.8500,0.9878
Kobuk Valley NP,Great Sand Dunes NP & PRES,0.4924,0.4458,0.9984,0.5714,0.7555,0.9560,0.9273,0.6897,0.9951,0.9907,0.7086,0.7307,0.9949
Kobuk Valley NP,Great Smoky Mountains NP,0.4835,0.3550,0.7804,0.8110,0.6996,0.4626,0.7507,0.3302,0.6989,0.4545,0.8269,0.4437,0.6805
Kobuk Valley NP,Guadalupe Mountains NP,0.5025,0.4789,0.9954,0.9019,0.8539,0.9306,0.9570,0.8835,0.9978,0.9922,0.7917,0.8968,0.9813
Kobuk Valley NP,Haleakala NP,0.4924,0.2317,0.9906,0.9356,0.6161,0.7732,0.9755,0.7906,0.9984,0.9938,0.8434,0.7266,0.9838
Kobuk Valley NP,Hawaii Volcanoes NP,0.6674,0.1501,0.9680,0.8858,0.6094,0.7632,0.6798,0.1558,0.9387,0.8693,0.8447,0.5791,0.9766
Kobuk Valley NP,Hot Springs NP,0.4523,0.1306,0.9860,0.9251,0.3932,0.7901,0.9614,0.6535,0.9898,0.9750,0.8554,0.7056,0.9733
Kobuk Valley NP,Indiana Dunes NP,0.6428,0.0809,0.9972,0.8682,0.5094,0.6903,0.9185,0.3695,0.9565,0.9818,0.7508,0.8140,0.9839
Kobuk Valley NP,Isle Royale NP,0.8362,0.1277,0.9892,0.6387,0.3705,0.7070,0.6731,0.8264,0.9799,0.9749,0.3543,0.4899,0.9675
Kobuk Valley NP,Joshua Tree NP,0.4029,0.3098,0.7438,0.7996,0.6360,0.7661,0.6572,0.3489,0.9367,0.8074,0.5438,0.8878,0.6829
Kobuk Valley NP,Katmai NP & PRES,0.5698,0.2512,0.9521,0.4582,0.4485,0.4964,0.6096,0.4837,0.9607,0.8810,0.4649,0.4015,0.8719
Kobuk Valley NP,Kenai Fjords NP,0.6030,0.3404,0.9987,0.9265,0.7732,0.9314,0.9686,0.7805,0.9982,0.9945,0.7818,0.8331,0.9959
Kobuk Valley NP,Kings Canyon NP,0.4719,0.2754,0.9172,0.4665,0.7515,0.7724,0.6424,0.2208,0.8317,0.7949,0.6432,0.4985,0.8034
Kobuk Valley NP,Kobuk Valley NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Kobuk Valley NP,Lake Clark NP & PRES,0.6225,0.2561,0.9695,0.5256,0.4767,0.5698,0.6980,0.6118,0.9751,0.9273,0.4892,0.4483,0.9141
Kobuk Valley NP,Lassen Volcanic NP,0.6428,0.3261,0.9896,0.7217,0.6128,0.8092,0.8481,0.4194,0.9421,0.9174,0.6629,0.6070,0.9681
Kobuk Valley NP,Mammoth Cave NP,0.4767,0.4894,0.9944,0.8294,0.7742,0.8808,0.8871,0.5461,0.9881,0.9728,0.6596,0.7436,0.9823
Kobuk Valley NP,Mesa Verde NP,0.5330,0.0670,0.9873,0.6894,0.5194,0.6753,0.7894,0.4965,0.9753,0.9295,0.5108,0.4493,0.9621
Kobuk Valley NP,Mount Rainier NP,0.6364,0.3757,0.9313,0.5289,0.4159,0.5366,0.7841,0.4164,0.8294,0.8513,0.4073,0.3981,0.8352
Kobuk Valley NP,National Park of American Samoa,0.3693,0.3483,0.9997,0.9803,0.8676,0.9845,0.9936,0.9816,0.9998,0.9992,0.5091,0.9182,0.9990
Kobuk Valley NP,North Cascades NP,0.5017,0.1448,0.9743,0.4965,0.3238,0.5595,0.7430,0.7614,0.9661,0.9476,0.3181,0.3809,0.9258
Kobuk Valley NP,Olympic NP,0.6428,0.2824,0.7733,0.4713,0.5729,0.5865,0.7317,0.6106,0.7095,0.6526,0.5795,0.3597,0.5824
Kobuk Valley NP,Petrified Forest NP,0.5276,0.3381,0.9990,0.9549,0.6720,0.8249,0.9682,0.8012,0.9985,0.9959,0.8675,0.8903,0.9995
Kobuk Valley NP,Pinnacles NP,0.4020,0.1680,0.9961,0.8686,0.5996,0.8439,0.9345,0.8243,0.9970,0.9896,0.6015,0.6918,0.9881
Kobuk Valley NP,Redwood NP,0.6093,0.1424,0.9803,0.5848,0.3793,0.5904,0.7875,0.5894,0.9832,0.9463,0.3852,0.4186,0.9457
Kobuk Valley NP,Rocky Mountain NP,0.4975,0.2167,0.8679,0.6348,0.5330,0.5085,0.7899,0.4187,0.8327,0.6450,0.7464,0.3626,0.7365
Kobuk Valley NP,Saguaro NP,0.3198,0.1644,0.9752,0.8855,0.5831,0.7494,0.9035,0.7412,0.9936,0.9794,0.7918,0.6557,0.9800
Kobuk Valley NP,Sequoia NP,0.4719,0.2037,0.7890,0.3672,0.5616,0.3819,0.5170,0.3311,0.2872,0.3220,0.5046,0.2617,0.5918
Kobuk Valley NP,Shenandoah NP,0.5449,0.2753,0.8399,0.3731,0.5901,0.6928,0.6542,0.5104,0.8455,0.7191,0.7081,0.5115,0.7018
Kobuk Valley NP,Theodore Roosevelt NP,0.7313,0.2587,0.9941,0.8169,0.6822,0.9244,0.9131,0.5848,0.9891,0.9644,0.8069,0.6716,0.9824
Kobuk Valley NP,Virgin Islands NP,0.7006,0.0492,0.7140,0.7690,0.7683,0.9682,0.9867,0.9765,0.9997,0.9990,0.8895,0.5944,0.9854
Kobuk Valley NP,Voyageurs NP,0.7237,0.1569,0.9951,0.7901,0.4433,0.6683,0.7626,0.8324,0.9684,0.9887,0.4231,0.6274,0.9851
Kobuk Valley NP,Wind Cave NP,0.5017,0.1987,0.9989,0.9479,0.7180,0.8778,0.9624,0.7561,0.9965,0.9909,0.7884,0.8381,0.9966
Kobuk Valley NP,Wrangell-St. Elias NP & PRES,0.6428,0.2479,0.7597,0.2809,0.3933,0.2828,0.3256,0.2773,0.7921,0.5788,0.4187,0.2854,0.5636
Kobuk Valley NP,Yellowstone NP,0.6225,0.1730,0.5694,0.2133,0.3162,0.3801,0.4675,0.3061,0.6069,0.3838,0.4781,0.1450,0.3689
Kobuk Valley NP,Yosemite NP,0.6580,0.2973,0.6482,0.6613,0.8238,0.7469,0.6890,0.7475,0.6607,0.0772,0.6203,0.6612,0.2984
Kobuk Valley NP,Zion NP,0.5025,0.2370,0.9442,0.9621,0.7334,0.6055,0.8657,0.3661,0.9187,0.7005,0.7217,0.9103,0.8779
Lake Clark NP & PRES,Acadia NP,0.8132,0.0074,0.8958,0.1413,0.0160,0.3211,0.4430,0.1152,0.7393,0.5210,0.1304,0.0727,0.7398
Lake Clark NP & PRES,Arches NP,0.4353,0.0377,0.9563,0.3523,0.1267,0.4217,0.5829,0.2259,0.9630,0.8505,0.1405,0.2282,0.8817
Lake Clark NP & PRES,Badlands NP,0.5960,0.1654,0.9661,0.4301,0.2244,0.4022,0.6113,0.2922,0.9631,0.9067,0.2216,0.3268,0.9046
Lake Clark NP & PRES,Big Bend NP,0.5534,0.0632,0.8825,0.2967,0.1683,0.3632,0.4925,0.3155,0.9518,0.8584,0.1422,0.2464,0.3123
Lake Clark NP & PRES,Biscayne NP,0.4336,0.0644,0.9638,0.4021,0.1578,0.4603,0.6398,0.4799,0.9716,0.9156,0.1910,0.2966,0.9013
Lake Clark NP & PRES,Black Canyon of the Gunnison NP,0.3974,0.0299,0.9630,0.3579,0.1236,0.4484,0.6077,0.3357,0.9645,0.9070,0.1299,0.2236,0.8957
Lake Clark NP & PRES,Bryce Canyon NP,0.6225,0.0161,0.9563,0.3649,0.1160,0.2704,0.5584,0.1727,0.9448,0.7170,0.1430,0.2150,0.8766
Lake Clark NP & PRES,Canyonlands NP,0.5298,0.0395,0.9111,0.2712,0.0839,0.2139,0.4408,0.2889,0.9205,0.8155,0.0794,0.1278,0.7624
Lake Clark NP & PRES,Capitol Reef NP,0.5407,0.0829,0.9580,0.3795,0.1314,0.3745,0.5917,0.2789,0.9612,0.8564,0.1590,0.2555,0.8826
Lake Clark NP & PRES,Carlsbad Caverns NP,0.4353,0.0477,0.9651,0.3782,0.1480,0.4178,0.6326,0.4536,0.9715,0.9157,0.1608,0.3001,0.9027
Lake Clark NP & PRES,Channel Islands NP,0.6882,0.0947,0.9644,0.3871,0.1697,0.4169,0.6292,0.4916,0.9696,0.9143,0.1474,0.2405,0.8994
Lake Clark NP & PRES,Congaree NP,0.6516,0.0480,0.9649,0.3939,0.1534,0.4520,0.6368,0.4941,0.9714,0.9152,0.1453,0.2770,0.9010
Lake Clark NP & PRES,Crater Lake NP,0.8132,0.0594,0.9562,0.3040,0.1050,0.3411,0.5618,0.3069,0.9480,0.8529,0.1239,0.1831,0.8771
Lake Clark NP & PRES,Cuyahoga Valley NP,0.6999,0.0113,0.9564,0.3599,0.0797,0.1768,0.5633,0.2165,0.9537,0.8675,0.1330,0.1684,0.8765
Lake Clark NP & PRES,Death Valley NP,0.5518,0.1478,0.6012,0.3406,0.2821,0.3676,0.4530,0.3109,0.8979,0.7376,0.2730,0.3257,0.4910
Lake Clark NP & PRES,Denali NP & PRES,0.6516,0.9592,0.9574,0.9435,0.9521,0.7887,0.8692,0.8086,0.9559,0.9161,0.9570,0.9496,0.9211
Lake Clark NP & PRES,Dry Tortugas NP,0.6623,0.0990,0.9655,0.4106,0.1991,0.4683,0.6448,0.5014,0.9719,0.9172,0.1852,0.3044,0.9027
Lake Clark NP & PRES,Everglades NP,0.7108,0.0536,0.6709,0.3411,0.2057,0.3628,0.5599,0.3692,0.9569,0.8737,0.2304,0.2523,0.8871
Lake Clark NP & PRES,Gates of the Arctic NP & PRES,0.5203,0.9989,0.7929,0.9490,0.9911,0.9291,0.8702,0.9214,0.8130,0.7450,0.9927,0.9742,0.7537
Lake Clark NP & PRES,Gateway Arch NP,0.2294,0.0247,0.9623,0.3448,0.0969,0.2075,0.5773,0.1018,0.9597,0.8999,0.1331,0.1900,0.8871
Lake Clark NP & PRES,Glacier Bay NP & PRES,0.7800,0.9973,0.9994,0.9971,0.9972,0.8110,0.9611,0.9064,0.9932,0.9983,0.9972,0.9972,0.9987
Lake Clark NP & PRES,Glacier NP,0.7800,0.0689,0.7503,0.1343,0.0831,0.2503,0.4446,0.1951,0.7346,0.4810,0.0998,0.0970,0.5372
Lake Clark NP & PRES,Grand Canyon NP,0.6316,0.0329,0.9139,0.3603,0.1392,0.2051,0.5249,0.2851,0.7806,0.7330,0.1146,0.0951,0.7548
Lake Clark NP & PRES,Grand Teton NP,0.7826,0.0212,0.7838,0.1212,0.0387,0.0932,0.4009,0.1324,0.7459,0.6033,0.0629,0.0535,0.5684
Lake Clark NP & PRES,Great Basin NP,0.6156,0.0486,0.9616,0.3670,0.0806,0.2407,0.5722,0.2578,0.9583,0.8852,0.1165,0.2721,0.8920
Lake Clark NP & PRES,Great Sand Dunes NP & PRES,0.7493,0.0836,0.9645,0.2543,0.1590,0.4612,0.6012,0.3507,0.9678,0.9092,0.1422,0.2553,0.8999
Lake Clark NP & PRES,Great Smoky Mountains NP,0.4905,0.0176,0.7465,0.3038,0.1030,0.1968,0.4586,0.1384,0.6751,0.4014,0.1277,0.0982,0.6065
Lake Clark NP & PRES,Guadalupe Mountains NP,0.3824,0.0621,0.9604,0.3627,0.1453,0.4307,0.6068,0.4290,0.9691,0.9074,0.1211,0.2434,0.8840
Lake Clark NP & PRES,Haleakala NP,0.3746,0.0194,0.9565,0.3781,0.1088,0.3634,0.6229,0.4007,0.9702,0.9097,0.1430,0.2134,0.8897
Lake Clark NP & PRES,Hawaii Volcanoes NP,0.5078,0.0184,0.9361,0.3676,0.1269,0.3790,0.4606,0.0927,0.9125,0.7962,0.1679,0.1820,0.8858
Lake Clark NP & PRES,Hot Springs NP,0.3441,0.0283,0.9522,0.3754,0.0705,0.3738,0.6116,0.3260,0.9618,0.8918,0.1478,0.2164,0.8784
Lake Clark NP & PRES,Indiana Dunes NP,0.7337,0.0111,0.9628,0.3526,0.0942,0.3270,0.5853,0.1905,0.9299,0.9004,0.1296,0.2480,0.8899
Lake Clark NP & PRES,Isle Royale NP,0.6999,0.2064,0.9620,0.3895,0.2388,0.4432,0.5072,0.5169,0.9604,0.9100,0.2325,0.3041,0.8933
Lake Clark NP & PRES,Joshua Tree NP,0.5518,0.0589,0.7199,0.3308,0.1260,0.3711,0.4305,0.1834,0.9121,0.7430,0.1060,0.2753,0.6209
Lake Clark NP & PRES,Katmai NP & PRES,0.4336,0.9943,0.9975,0.9920,0.9938,0.9915,0.9888,0.9712,0.9978,0.9928,0.9939,0.9931,0.9943
Lake Clark NP & PRES,Kenai Fjords NP,0.8030,0.9765,0.9802,0.7952,0.9036,0.7780,0.7948,0.7026,0.9830,0.9523,0.9054,0.8245,0.9454
Lake Clark NP & PRES,Kings Canyon NP,0.6156,0.0436,0.8821,0.1623,0.1198,0.3512,0.3985,0.0835,0.8012,0.7199,0.0913,0.1299,0.7178
Lake Clark NP & PRES,Kobuk Valley NP,0.6225,0.2561,0.9695,0.5256,0.4767,0.5698,0.6980,0.6118,0.9751,0.9273,0.4892,0.4483,0.9141
Lake Clark NP & PRES,Lake Clark NP & PRES,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Lake Clark NP & PRES,Lassen Volcanic NP,0.7826,0.0354,0.9539,0.2681,0.0846,0.3649,0.5323,0.1898,0.9148,0.8362,0.0930,0.1589,0.8698
Lake Clark NP & PRES,Mammoth Cave NP,0.4353,0.0289,0.9596,0.3315,0.1416,0.4149,0.5650,0.2673,0.9601,0.8901,0.1123,0.2108,0.8855
Lake Clark NP & PRES,Mesa Verde NP,0.4867,0.0191,0.9534,0.2853,0.1047,0.3245,0.5041,0.2427,0.9481,0.8517,0.0950,0.1455,0.8696
Lake Clark NP & PRES,Mount Rainier NP,0.6917,0.0324,0.8963,0.1953,0.0541,0.2359,0.4967,0.2099,0.8081,0.7736,0.0718,0.0930,0.7474
Lake Clark NP & PRES,National Park of American Samoa,0.2810,0.0575,0.9652,0.4002,0.1678,0.4691,0.6393,0.5027,0.9716,0.9161,0.0932,0.2881,0.9019
Lake Clark NP & PRES,North Cascades NP,0.4454,0.1241,0.9460,0.2758,0.1486,0.3335,0.5286,0.4594,0.9462,0.8805,0.1447,0.2006,0.8508
Lake Clark NP & PRES,Olympic NP,0.7337,0.0536,0.7446,0.1803,0.0977,0.2699,0.4664,0.3142,0.6945,0.5920,0.0922,0.0979,0.5223
Lake Clark NP & PRES,Petrified Forest NP,0.5162,0.1160,0.9663,0.4150,0.1746,0.4251,0.6376,0.4478,0.9719,0.9168,0.2124,0.3282,0.9068
Lake Clark NP & PRES,Pinnacles NP,0.5353,0.0201,0.9613,0.3453,0.1009,0.3930,0.5951,0.4093,0.9686,0.9059,0.0904,0.2030,0.8912
Lake Clark NP & PRES,Redwood NP,0.5298,0.0302,0.9468,0.2420,0.0766,0.2843,0.5087,0.3089,0.9561,0.8677,0.0734,0.1335,0.8550
Lake Clark NP & PRES,Rocky Mountain NP,0.7030,0.0170,0.8325,0.2267,0.0645,0.2154,0.4906,0.1977,0.8080,0.5796,0.1006,0.0760,0.6550
Lake Clark NP & PRES,Saguaro NP,0.4056,0.0142,0.9407,0.3469,0.0854,0.3302,0.5616,0.3417,0.9643,0.8930,0.1041,0.1717,0.8808
Lake Clark NP & PRES,Sequoia NP,0.6156,0.0240,0.7587,0.1330,0.0931,0.1693,0.3253,0.1533,0.2848,0.2887,0.0759,0.0641,0.5295
Lake Clark NP & PRES,Shenandoah NP,0.5923,0.0142,0.8037,0.1090,0.0681,0.3003,0.3964,0.2249,0.8172,0.6446,0.1001,0.1111,0.6184
Lake Clark NP & PRES,Theodore Roosevelt NP,0.6677,0.0388,0.9589,0.3167,0.1090,0.4317,0.5753,0.2787,0.9606,0.8807,0.1243,0.1901,0.8845
Lake Clark NP & PRES,Virgin Islands NP,0.6516,0.0064,0.6867,0.3128,0.1471,0.4608,0.6339,0.5000,0.9716,0.9157,0.1565,0.1822,0.8913
Lake Clark NP & PRES,Voyageurs NP,0.8010,0.1246,0.9634,0.3806,0.1766,0.3578,0.5200,0.4831,0.9474,0.9126,0.1656,0.2684,0.8970
Lake Clark NP & PRES,Wind Cave NP,0.3818,0.0446,0.9645,0.3890,0.1418,0.4201,0.6169,0.3874,0.9686,0.9080,0.1452,0.2657,0.9004
Lake Clark NP & PRES,Wrangell-St. Elias NP & PRES,0.6359,0.9986,0.8954,0.9611,0.9929,0.9458,0.9000,0.9194,0.9065,0.8405,0.9940,0.9798,0.8488
Lake Clark NP & PRES,Yellowstone NP,0.6842,0.0677,0.5546,0.1065,0.0824,0.1956,0.3121,0.1689,0.5962,0.3558,0.1054,0.0657,0.3423
Lake Clark NP & PRES,Yosemite NP,0.7009,0.0292,0.6192,0.2427,0.1340,0.3350,0.4304,0.3551,0.6402,0.0560,0.0876,0.1755,0.2536
Lake Clark NP & PRES,Zion NP,0.5353,0.0333,0.9106,0.3854,0.1346,0.2816,0.5448,0.1747,0.8922,0.6352,0.1219,0.2695,0.7924
Lassen Volcanic NP,Acadia NP,0.8002,0.8345,0.9655,0.8281,0.7888,0.8830,0.9055,0.9014,0.9127,0.8185,0.6870,0.8265,0.9198
Lassen Volcanic NP,Arches NP,0.6068,0.7977,0.9954,0.6788,0.5221,0.8367,0.9264,0.5028,0.9386,0.9374,0.8253,0.6791,0.9889
Lassen Volcanic NP,Badlands NP,0.6770,0.6634,0.9918,0.7733,0.6709,0.8046,0.8108,0.5649,0.9493,0.9380,0.6367,0.7196,0.9752
Lassen Volcanic NP,Big Bend NP,0.6428,0.3981,0.9305,0.6326,0.6741,0.9706,0.8852,0.5953,0.9617,0.9559,0.8946,0.7577,0.3842
Lassen Volcanic NP,Biscayne NP,0.5641,0.3727,0.9879,0.6712,0.4768,0.8127,0.8280,0.4669,0.9433,0.9222,0.4991,0.5919,0.9663
Lassen Volcanic NP,Black Canyon of the Gunnison NP,0.3693,0.5990,0.9912,0.7610,0.6104,0.8290,0.9184,0.9036,0.9708,0.9221,0.6151,0.6654,0.9732
Lassen Volcanic NP,Bryce Canyon NP,0.7071,0.6346,0.9923,0.7564,0.5102,0.6612,0.8615,0.7231,0.9535,0.8933,0.6788,0.7387,0.9748
Lassen Volcanic NP,Canyonlands NP,0.6155,0.9187,0.9788,0.8251,0.7104,0.7657,0.7949,0.4485,0.9358,0.9333,0.5683,0.8684,0.9442
Lassen Volcanic NP,Capitol Reef NP,0.6030,0.9604,0.9986,0.8166,0.5424,0.7864,0.9184,0.8819,0.9704,0.9826,0.8442,0.9226,0.9957
Lassen Volcanic NP,Carlsbad Caverns NP,0.5394,0.4050,0.9886,0.6243,0.4668,0.7861,0.8201,0.4652,0.9426,0.9193,0.4449,0.5896,0.9661
Lassen Volcanic NP,Channel Islands NP,0.7995,0.7667,0.9950,0.7979,0.7094,0.9076,0.8486,0.4216,0.9453,0.9318,0.5561,0.7587,0.9825
Lassen Volcanic NP,Congaree NP,0.7156,0.8281,0.9914,0.7621,0.7403,0.8790,0.8635,0.4539,0.9438,0.9235,0.7255,0.7421,0.9738
Lassen Volcanic NP,Crater Lake NP,0.8891,0.8176,0.9953,0.8855,0.8316,0.9024,0.8434,0.4238,0.9491,0.9329,0.6689,0.8508,0.9850
Lassen Volcanic NP,Cuyahoga Valley NP,0.6504,0.3896,0.9873,0.7183,0.4281,0.5566,0.7547,0.3876,0.9378,0.9190,0.3909,0.5523,0.9603
Lassen Volcanic NP,Death Valley NP,0.7407,0.4741,0.6390,0.6326,0.8206,0.8241,0.6792,0.3530,0.9024,0.8364,0.8132,0.6584,0.5659
Lassen Volcanic NP,Denali NP & PRES,0.6606,0.2038,0.8642,0.2862,0.2255,0.4735,0.4980,0.5232,0.8741,0.7218,0.1769,0.2423,0.7018
Lassen Volcanic NP,Dry Tortugas NP,0.7385,0.2900,0.9875,0.6351,0.4040,0.7634,0.8406,0.5807,0.9439,0.9140,0.5654,0.5003,0.9618
Lassen Volcanic NP,Everglades NP,0.7156,0.2690,0.7059,0.7035,0.6782,0.7808,0.7734,0.3648,0.9385,0.9083,0.5832,0.6866,0.9751
Lassen Volcanic NP,Gates of the Arctic NP & PRES,0.3223,0.0289,0.6015,0.0773,0.0383,0.0987,0.1554,0.0534,0.6162,0.3839,0.0348,0.0536,0.3872
Lassen Volcanic NP,Gateway Arch NP,0.4264,0.3717,0.9857,0.5601,0.3383,0.5166,0.7357,0.2808,0.9372,0.9182,0.2978,0.3972,0.9503
Lassen Volcanic NP,Glacier Bay NP & PRES,0.8528,0.0882,0.9492,0.2867,0.1383,0.4212,0.5932,0.2867,0.9166,0.8228,0.1246,0.1931,0.8598
Lassen Volcanic NP,Glacier NP,0.8528,0.9259,0.8520,0.8370,0.9058,0.8786,0.9276,0.8648,0.9071,0.7716,0.7802,0.8745,0.7607
Lassen Volcanic NP,Grand Canyon NP,0.7826,0.4156,0.9646,0.6891,0.4991,0.5796,0.8207,0.7594,0.8884,0.9159,0.5476,0.3899,0.8623
Lassen Volcanic NP,Grand Teton NP,0.7727,0.8433,0.8774,0.7976,0.8264,0.6792,0.7100,0.3575,0.7955,0.7719,0.6407,0.7933,0.7808
Lassen Volcanic NP,Great Basin NP,0.7628,0.7682,0.9942,0.8030,0.7762,0.6919,0.9542,0.9706,0.9811,0.9776,0.8676,0.6725,0.9824
Lassen Volcanic NP,Great Sand Dunes NP & PRES,0.7833,0.7365,0.9925,0.6586,0.4734,0.8365,0.9516,0.9199,0.9653,0.9442,0.8330,0.7531,0.9774
Lassen Volcanic NP,Great Smoky Mountains NP,0.6268,0.8639,0.8576,0.9434,0.8207,0.7967,0.8837,0.7162,0.8235,0.6872,0.8518,0.6877,0.8141
Lassen Volcanic NP,Guadalupe Mountains NP,0.6396,0.8548,0.9956,0.7011,0.8159,0.9638,0.9205,0.5756,0.9519,0.9474,0.9579,0.8708,0.9823
Lassen Volcanic NP,Haleakala NP,0.5222,0.3055,0.9829,0.6696,0.4617,0.7765,0.8347,0.6310,0.9488,0.9305,0.4563,0.5155,0.9605
Lassen Volcanic NP,Hawaii Volcanoes NP,0.5394,0.3092,0.9665,0.6857,0.5349,0.9050,0.7573,0.2937,0.8779,0.8681,0.5472,0.5659,0.9723
Lassen Volcanic NP,Hot Springs NP,0.4264,0.2495,0.9777,0.6322,0.3805,0.7568,0.8583,0.4912,0.9383,0.9382,0.4718,0.4929,0.9501
Lassen Volcanic NP,Indiana Dunes NP,0.8636,0.3475,0.9901,0.6282,0.4732,0.7272,0.8067,0.5595,0.9649,0.9142,0.3862,0.7031,0.9639
Lassen Volcanic NP,Isle Royale NP,0.7096,0.5635,0.9896,0.7326,0.6068,0.7683,0.7562,0.4072,0.9398,0.9230,0.5137,0.6641,0.9688
Lassen Volcanic NP,Joshua Tree NP,0.6268,0.3767,0.7654,0.6454,0.4689,0.8455,0.8533,0.5745,0.9572,0.9351,0.8452,0.6426,0.7123
Lassen Volcanic NP,Katmai NP & PRES,0.4835,0.0827,0.9386,0.2607,0.1191,0.3357,0.4775,0.2797,0.9050,0.8009,0.1132,0.1767,0.8346
Lassen Volcanic NP,Kenai Fjords NP,0.7462,0.1483,0.9863,0.5890,0.2885,0.7334,0.7932,0.4587,0.9431,0.9137,0.3326,0.4357,0.9583
Lassen Volcanic NP,Kings Canyon NP,0.7628,0.9692,0.9625,0.9213,0.9407,0.9454,0.9085,0.9604,0.9187,0.9020,0.9304,0.9380,0.9193
Lassen Volcanic NP,Kobuk Valley NP,0.6428,0.3261,0.9896,0.7217,0.6128,0.8092,0.8481,0.4194,0.9421,0.9174,0.6629,0.6070,0.9681
Lassen Volcanic NP,Lake Clark NP & PRES,0.7826,0.0354,0.9539,0.2681,0.0846,0.3649,0.5323,0.1898,0.9148,0.8362,0.0930,0.1589,0.8698
Lassen Volcanic NP,Lassen Volcanic NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Lassen Volcanic NP,Mammoth Cave NP,0.5394,0.7838,0.9953,0.8145,0.6429,0.8879,0.9499,0.9379,0.9762,0.9699,0.8722,0.8024,0.9860
Lassen Volcanic NP,Mesa Verde NP,0.6030,0.5274,0.9877,0.7191,0.5512,0.6937,0.9205,0.9076,0.9797,0.9544,0.7467,0.6244,0.9635
Lassen Volcanic NP,Mount Rainier NP,0.5785,0.9611,0.9719,0.9072,0.9502,0.9124,0.9146,0.9477,0.9494,0.9562,0.5232,0.9290,0.9418
Lassen Volcanic NP,National Park of American Samoa,0.4352,0.3785,0.9878,0.6452,0.3809,0.7715,0.8283,0.4159,0.9407,0.9128,0.7281,0.5146,0.9627
Lassen Volcanic NP,North Cascades NP,0.5322,0.6973,0.9865,0.7744,0.7137,0.7715,0.7670,0.3279,0.9260,0.9147,0.5704,0.7431,0.9616
Lassen Volcanic NP,Olympic NP,0.8182,0.9778,0.8552,0.9467,0.9684,0.9414,0.9136,0.8562,0.8697,0.8419,0.8839,0.9473,0.7661
Lassen Volcanic NP,Petrified Forest NP,0.6929,0.4182,0.9891,0.6623,0.4532,0.7760,0.8012,0.4552,0.9432,0.9228,0.4110,0.5942,0.9681
Lassen Volcanic NP,Pinnacles NP,0.4264,0.7604,0.9941,0.8425,0.7883,0.9152,0.8773,0.4595,0.9459,0.9314,0.6815,0.8233,0.9825
Lassen Volcanic NP,Redwood NP,0.6155,0.6799,0.9882,0.7767,0.7056,0.7971,0.7985,0.4294,0.9457,0.9209,0.6026,0.7219,0.9674
Lassen Volcanic NP,Rocky Mountain NP,0.7538,0.8800,0.9289,0.9678,0.9710,0.8838,0.9488,0.8661,0.9399,0.8492,0.8721,0.9087,0.8779
Lassen Volcanic NP,Saguaro NP,0.5276,0.4743,0.9778,0.7742,0.7227,0.9355,0.8804,0.4666,0.9481,0.9412,0.6919,0.7859,0.9925
Lassen Volcanic NP,Sequoia NP,0.7628,0.8467,0.8563,0.8102,0.8285,0.7455,0.8146,0.8790,0.5238,0.6124,0.8548,0.7724,0.7455
Lassen Volcanic NP,Shenandoah NP,0.7156,0.9853,0.9085,0.9038,0.9672,0.9611,0.9074,0.7993,0.9448,0.8890,0.9751,0.9524,0.8565
Lassen Volcanic NP,Theodore Roosevelt NP,0.7239,0.9785,0.9989,0.9752,0.9695,0.9328,0.9618,0.7313,0.9701,0.9749,0.8036,0.9685,0.9966
Lassen Volcanic NP,Virgin Islands NP,0.7156,0.2206,0.7001,0.5300,0.4400,0.7966,0.8260,0.4362,0.9418,0.9163,0.5456,0.3839,0.9544
Lassen Volcanic NP,Voyageurs NP,0.8374,0.5458,0.9905,0.7405,0.5850,0.6880,0.5973,0.2676,0.9178,0.9205,0.4820,0.6549,0.9713
Lassen Volcanic NP,Wind Cave NP,0.6504,0.6508,0.9911,0.7501,0.6009,0.8413,0.8398,0.6006,0.9484,0.9370,0.5619,0.7141,0.9732
Lassen Volcanic NP,Wrangell-St. Elias NP & PRES,0.6364,0.0608,0.7445,0.1286,0.0748,0.1631,0.2321,0.0864,0.7430,0.5190,0.0653,0.0956,0.5301
Lassen Volcanic NP,Yellowstone NP,0.8315,0.8681,0.6685,0.7540,0.8470,0.7610,0.7091,0.6594,0.7394,0.6119,0.7725,0.7742,0.5639
