NPS Public Use Statistics Query Builder,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,
,,,,,,,,
Park,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,,RV Campers,Backcountry Campers
Wrangell-St. Elias NP & PRES,2016,7,"25,520","1,173,929",0,,0,0
Wrangell-St. Elias NP & PRES,2016,8,"23,142","1,064,536",0,,0,0
Wrangell-St. Elias NP & PRES,2016,9,"7,703","354,356",0,,0,0
Wrangell-St. Elias NP & PRES,2016,10,530,"24,380",0,,0,0
Wrangell-St. Elias NP & PRES,2016,11,60,"2,760",0,,0,0
Wrangell-St. Elias NP & PRES,2016,12,35,"1,610",0,,0,0
Wrangell-St. Elias NP & PRES,2017,1,25,"1,150",0,,0,0
Wrangell-St. Elias NP & PRES,2017,2,95,"4,370",0,,0,0
Wrangell-St. Elias NP & PRES,2017,3,230,"10,580",0,,0,0
Wrangell-St. Elias NP & PRES,2017,4,520,"23,920",0,,0,0
Wrangell-St. Elias NP & PRES,2017,5,"4,715","216,872",0,,0,0
Wrangell-St. Elias NP & PRES,2017,6,"14,484","666,277",0,,0,0
Wrangell-St. Elias NP & PRES,2017,7,"21,367","982,889",0,,0,0
Wrangell-St. Elias NP & PRES,2017,8,"18,752","862,594",0,,0,0
Wrangell-St. Elias NP & PRES,2017,9,"7,479","344,049",0,,0,0
Wrangell-St. Elias NP & PRES,2017,10,530,"24,380",0,,0,0
Wrangell-St. Elias NP & PRES,2017,11,60,"2,760",0,,0,0
Wrangell-St. Elias NP & PRES,2017,12,35,"1,610",0,,0,0
Wrangell-St. Elias NP & PRES,2018,1,25,"1,150",0,,0,0
Wrangell-St. Elias NP & PRES,2018,2,95,"4,370",0,,0,0
Wrangell-St. Elias NP & PRES,2018,3,230,"10,580",0,,0,0
Wrangell-St. Elias NP & PRES,2018,4,520,"23,920",0,,0,0
Wrangell-St. Elias NP & PRES,2018,5,"2,230","102,587",0,,0,0
Wrangell-St. Elias NP & PRES,2018,6,"18,430","847,760",0,,0,0
Wrangell-St. Elias NP & PRES,2018,7,"24,618","1,132,446",0,,0,0
Wrangell-St. Elias NP & PRES,2018,8,"24,658","1,134,253",0,,0,0
Wrangell-St. Elias NP & PRES,2018,9,"8,019","368,872",0,,0,0
Wrangell-St. Elias NP & PRES,2018,10,530,"24,380",0,,0,0
Wrangell-St. Elias NP & PRES,2018,11,60,"2,760",0,,0,0
Wrangell-St. Elias NP & PRES,2018,12,35,"1,610",0,,0,0
Yellowstone NP,2008,1,"26,864","550,571",38,,51,102
Yellowstone NP,2008,2,"33,557","673,898",70,,131,180
Yellowstone NP,2008,3,"19,147","266,875",102,,80,109
Yellowstone NP,2008,4,"24,433","313,430",301,,355,187
Yellowstone NP,2008,5,"217,938","4,391,950","3,754",,"4,061",761
Yellowstone NP,2008,6,"593,405","13,020,091","13,792",,"10,896","4,069"
Yellowstone NP,2008,7,"808,110","17,763,421","23,158",,"13,194","13,146"
Yellowstone NP,2008,8,"731,063","16,166,773","22,410",,"12,045","13,639"
Yellowstone NP,2008,9,"437,552","9,498,226","12,506",,"14,083","5,972"
Yellowstone NP,2008,10,"145,488","2,330,875","1,693",,"2,765",995
Yellowstone NP,2008,11,"12,671","168,779",147,,176,374
Yellowstone NP,2008,12,"16,352","314,528",64,,42,69
Yellowstone NP,2009,1,"24,770","490,442",74,,122,88
Yellowstone NP,2009,2,"28,355","571,705",51,,115,123
Yellowstone NP,2009,3,"17,317","249,932",166,,115,260
Yellowstone NP,2009,4,"24,831","325,850",496,,666,0
Yellowstone NP,2009,5,"261,763","4,628,276","3,171",,"2,163",733
Yellowstone NP,2009,6,"643,844","13,687,639","14,701",,"13,229","4,076"
Yellowstone NP,2009,7,"900,515","19,570,496","25,680",,"15,635","12,381"
Yellowstone NP,2009,8,"752,983","17,176,961","23,325",,"13,523","13,981"
Yellowstone NP,2009,9,"489,438","11,042,236","14,198",,"16,755","6,811"
Yellowstone NP,2009,10,"123,867","1,952,213","1,414",,"1,898",773
Yellowstone NP,2009,11,"9,397","132,068",138,,253,414
Yellowstone NP,2009,12,"18,107","329,954",51,,163,96
Yellowstone NP,2010,1,"25,595","494,333",99,,118,97
Yellowstone NP,2010,2,"29,108","479,138",138,,122,243
Yellowstone NP,2010,3,"21,028","297,914",326,,173,113
Yellowstone NP,2010,4,"32,763","437,299",736,,"1,046",57
Yellowstone NP,2010,5,"250,445","4,326,772","4,416",,"5,709",808
Yellowstone NP,2010,6,"694,841","14,810,989","15,027",,"13,696","4,324"
Yellowstone NP,2010,7,"957,785","19,994,405","26,214",,"15,485","15,482"
Yellowstone NP,2010,8,"854,837","18,209,719","24,275",,"13,245","14,948"
Yellowstone NP,2010,9,"550,504","12,324,701","13,280",,"15,597","7,344"
Yellowstone NP,2010,10,"189,072","3,173,570","2,771",,"4,266","1,103"
Yellowstone NP,2010,11,"16,819","224,652",205,,291,455
Yellowstone NP,2010,12,"17,388","260,317",93,,77,71
Yellowstone NP,2011,1,"24,517","404,406",42,,86,50
Yellowstone NP,2011,2,"28,174","465,973",61,,96,357
Yellowstone NP,2011,3,"18,728","273,922",112,,182,138
Yellowstone NP,2011,4,"28,147","367,702",525,,634,89
Yellowstone NP,2011,5,"207,842","3,618,816","2,874",,"4,381",580
Yellowstone NP,2011,6,"634,316","13,647,127","10,922",,"9,053","3,228"
Yellowstone NP,2011,7,"906,935","19,366,419","24,909",,"14,346","11,107"
Yellowstone NP,2011,8,"805,173","17,643,822","24,922",,"13,034","13,875"
Yellowstone NP,2011,9,"536,349","12,359,066","13,462",,"14,803","6,488"
Yellowstone NP,2011,10,"175,433","2,858,410","1,571",,"3,229",887
Yellowstone NP,2011,11,"12,198","165,902",131,,266,417
Yellowstone NP,2011,12,"16,514","303,742",54,,58,76
Yellowstone NP,2012,1,"24,766","513,880",32,,109,69
Yellowstone NP,2012,2,"27,752","570,034",77,,138,182
Yellowstone NP,2012,3,"20,248","338,237",266,,218,208
Yellowstone NP,2012,4,"29,056","390,745",819,,890,44
Yellowstone NP,2012,5,"268,251","4,521,047","4,637",,"5,242",836
Yellowstone NP,2012,6,"671,825","14,995,224","16,723",,"13,725","4,348"
Yellowstone NP,2012,7,"888,335","19,151,968","27,469",,"14,118","12,610"
Yellowstone NP,2012,8,"780,286","17,381,451","25,478",,"13,242","14,149"
Yellowstone NP,2012,9,"527,610","12,338,342","11,539",,"13,210","6,663"
Yellowstone NP,2012,10,"177,069","3,088,786","1,898",,"3,126",953
Yellowstone NP,2012,11,"14,059","188,860",189,,336,315
Yellowstone NP,2012,12,"18,472","299,743",122,,109,83
Yellowstone NP,2013,1,"24,699","525,917",64,,202,63
Yellowstone NP,2013,2,"31,053","630,998",58,,118,214
Yellowstone NP,2013,3,"18,613","339,324",170,,262,350
Yellowstone NP,2013,4,"24,606","324,187",448,,698,59
Yellowstone NP,2013,5,"293,250","4,924,949","4,298",,"5,990",820
Yellowstone NP,2013,6,"624,429","14,479,284","16,403",,"12,742","5,052"
Yellowstone NP,2013,7,"812,212","18,171,085","27,776",,"13,827","13,170"
Yellowstone NP,2013,8,"725,136","16,808,297","25,741",,"12,989","13,768"
Yellowstone NP,2013,9,"557,925","12,722,814","12,931",,"15,958","6,263"
Yellowstone NP,2013,10,"47,560","911,189",685,,858,402
Yellowstone NP,2013,11,"11,169","151,627",134,,189,410
Yellowstone NP,2013,12,"17,378","272,054",54,,64,52
Yellowstone NP,2014,1,"26,778","583,090",42,,170,79
Yellowstone NP,2014,2,"28,233","604,488",32,,70,101
Yellowstone NP,2014,3,"18,778","331,246",147,,189,257
Yellowstone NP,2014,4,"31,356","418,838",566,,"1,104",103
